Provincia,Partido,Localidad,Tecnologia,Accesos
SAN LUIS,Ayacucho,La Majada,WIRELESS,212.0
SAN LUIS,Ayacucho,Leandro N. Alem,WIRELESS,11.0
SAN LUIS,Ayacucho,Lomas Blancas,WIRELESS,34.0
SAN LUIS,Ayacucho,Luján,WIRELESS,1.194
SAN LUIS,Ayacucho,OTROS,SATELITAL,3.0
SAN LUIS,Ayacucho,Pampa Grande,FIBRA OPTICA,2.0
SAN LUIS,Ayacucho,Quines,SATELITAL,1.0
SAN LUIS,Ayacucho,Quines,WIRELESS,1.371
SAN LUIS,Ayacucho,Río Juan Gómez,WIRELESS,59.0
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,WIRELESS,1.715
SAN LUIS,Belgrano,La Calera,FIBRA OPTICA,69.0
SAN LUIS,Belgrano,La Calera,WIRELESS,318.0
SAN LUIS,Belgrano,Los Molles,WIRELESS,228.0
SAN LUIS,Belgrano,Nogolí,FIBRA OPTICA,149.0
SAN LUIS,Belgrano,Nogolí,WIRELESS,613.0
SAN LUIS,Belgrano,San Pedro,WIRELESS,19.0
SAN LUIS,Belgrano,Villa de la Quebrada,FIBRA OPTICA,157.0
SAN LUIS,Belgrano,Villa de la Quebrada,WIRELESS,659.0
SAN LUIS,Belgrano,Villa General Roca,FIBRA OPTICA,23.0
SAN LUIS,Belgrano,Villa General Roca,WIRELESS,119.0
SAN LUIS,Chacabuco,Concarán,SATELITAL,2.0
SAN LUIS,Chacabuco,Concarán,WIRELESS,1.887
SAN LUIS,Chacabuco,Cortaderas,FIBRA OPTICA,198.0
SAN LUIS,Chacabuco,Cortaderas,WIRELESS,1.062
SAN LUIS,Chacabuco,El Algarrobal,FIBRA OPTICA,3.0
SAN LUIS,Chacabuco,Naschel,WIRELESS,1.135
SAN LUIS,Chacabuco,Papagayos,WIRELESS,53.0
SAN LUIS,Chacabuco,Renca,WIRELESS,149.0
SAN LUIS,Chacabuco,San Pablo,WIRELESS,89.0
SAN LUIS,Chacabuco,Tilisarao,WIRELESS,1.662
SAN LUIS,Chacabuco,Villa del Carmen,FIBRA OPTICA,108.0
SAN LUIS,Chacabuco,Villa del Carmen,WIRELESS,394.0
SAN LUIS,Chacabuco,Villa Larca,FIBRA OPTICA,110.0
SAN LUIS,Chacabuco,Villa Larca,WIRELESS,580.0
SAN LUIS,Coronel Pringles,Carolina,WIRELESS,429.0
SAN LUIS,Coronel Pringles,El Durazno,WIRELESS,65.0
SAN LUIS,Coronel Pringles,El Trapiche,FIBRA OPTICA,343.0
SAN LUIS,Coronel Pringles,El Trapiche,WIRELESS,1.787
SAN LUIS,Coronel Pringles,Fraga,FIBRA OPTICA,160.0
SAN LUIS,Coronel Pringles,Fraga,WIRELESS,498.0
SAN LUIS,Coronel Pringles,La Bajada,WIRELESS,109.0
SAN LUIS,Coronel Pringles,La Florida,FIBRA OPTICA,16.0
SAN LUIS,Coronel Pringles,La Florida,WIRELESS,363.0
SAN LUIS,Coronel Pringles,La Toma,ADSL,100.0
SAN LUIS,Coronel Pringles,La Toma,FIBRA OPTICA,751.0
SAN LUIS,Coronel Pringles,La Toma,WIRELESS,2.291
SAN LUIS,Coronel Pringles,OTROS,SATELITAL,27.0
SAN LUIS,Coronel Pringles,Río Grande,WIRELESS,227.0
SAN LUIS,Coronel Pringles,Saladillo,FIBRA OPTICA,33.0
SAN LUIS,Coronel Pringles,Saladillo,WIRELESS,105.0
SAN LUIS,General Pedernera,Juan Jorba,FIBRA OPTICA,13.0
SAN LUIS,General Pedernera,Juan Jorba,WIRELESS,122.0
SAN LUIS,General Pedernera,Juan Llerena,WIRELESS,117.0
SAN LUIS,General Pedernera,Justo Daract,ADSL,80.0
SAN LUIS,General Pedernera,Justo Daract,DIAL UP,4.0
SAN LUIS,General Pedernera,Justo Daract,FIBRA OPTICA,487.0
SAN LUIS,General Pedernera,Justo Daract,WIRELESS,1.906
SAN LUIS,General Pedernera,La Angelina,WIRELESS,17.0
SAN LUIS,General Pedernera,La Punilla,FIBRA OPTICA,33.0
SAN LUIS,General Pedernera,La Punilla,WIRELESS,129.0
SAN LUIS,General Pedernera,Lavaisse,WIRELESS,53.0
SAN LUIS,General Pedernera,San José del Morro,WIRELESS,233.0
SAN LUIS,General Pedernera,Villa Mercedes,ADSL,934.0
SAN LUIS,General Pedernera,Villa Mercedes,CABLEMODEM,21.336
SAN LUIS,General Pedernera,Villa Mercedes,DIAL UP,76.0
SAN LUIS,General Pedernera,Villa Mercedes,FIBRA OPTICA,13.323
SAN LUIS,General Pedernera,Villa Mercedes,WIRELESS,11.51
SAN LUIS,General Pedernera,Villa Salles,WIRELESS,22.0
SAN LUIS,Gobernador Dupuy,Anchorena,DIAL UP,1.0
SAN LUIS,Gobernador Dupuy,Anchorena,WIRELESS,237.0
SAN LUIS,Gobernador Dupuy,Arizona,DIAL UP,2.0
SAN LUIS,Gobernador Dupuy,Arizona,WIRELESS,324.0
SAN LUIS,Gobernador Dupuy,Bagual,WIRELESS,192.0
SAN LUIS,Gobernador Dupuy,Batavia,SATELITAL,4.0
SAN LUIS,Gobernador Dupuy,Batavia,WIRELESS,170.0
SAN LUIS,Gobernador Dupuy,Buena Esperanza,DIAL UP,1.0
SAN LUIS,Gobernador Dupuy,Buena Esperanza,SATELITAL,1.0
SAN LUIS,Gobernador Dupuy,Buena Esperanza,WIRELESS,1.205
SAN LUIS,Gobernador Dupuy,Fortín El Patria,WIRELESS,162.0
SAN LUIS,Gobernador Dupuy,Fortuna,FIBRA OPTICA,101.0
SAN LUIS,Gobernador Dupuy,Fortuna,WIRELESS,233.0
SAN LUIS,Gobernador Dupuy,La Maroma,SATELITAL,1.0
SAN LUIS,Gobernador Dupuy,Martín de Loyola,SATELITAL,3.0
SAN LUIS,Gobernador Dupuy,Martín de Loyola,WIRELESS,38.0
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,WIRELESS,30.0
SAN LUIS,Gobernador Dupuy,Navia,SATELITAL,3.0
SAN LUIS,Gobernador Dupuy,Navia,WIRELESS,123.0
SAN LUIS,Gobernador Dupuy,Nueva Galia,FIBRA OPTICA,159.0
SAN LUIS,Gobernador Dupuy,Nueva Galia,WIRELESS,517.0
SAN LUIS,Gobernador Dupuy,Unión,WIRELESS,845.0
SAN LUIS,Junín,Carpinteria,ADSL,149.0
SAN LUIS,Junín,Carpinteria,CABLEMODEM,10.0
SAN LUIS,Junín,Carpinteria,FIBRA OPTICA,261.0
SAN LUIS,Junín,Carpinteria,WIRELESS,939.0
SAN LUIS,Junín,Cerro de Oro,ADSL,13.0
SAN LUIS,Junín,Cerro de Oro,CABLEMODEM,14.0
SAN LUIS,Junín,Cerro de Oro,FIBRA OPTICA,112.0
SAN LUIS,Junín,Cerro de Oro,WIRELESS,267.0
SAN LUIS,Junín,Lafinur,WIRELESS,96.0
SAN LUIS,Junín,Los Cajones,WIRELESS,194.0
SAN LUIS,Junín,Los Molles,FIBRA OPTICA,145.0
SAN LUIS,Junín,Los Molles,WIRELESS,575.0
SAN LUIS,Junín,Merlo,ADSL,722.0
SAN LUIS,Junín,Merlo,CABLEMODEM,62.0
SAN LUIS,Junín,Merlo,FIBRA OPTICA,3.931
SAN LUIS,Junín,Merlo,WIRELESS,5.092
SAN LUIS,Junín,Santa Rosa del Conlara,ADSL,142.0
SAN LUIS,Junín,Santa Rosa del Conlara,FIBRA OPTICA,841.0
SAN LUIS,Junín,Santa Rosa del Conlara,WIRELESS,1.981
SAN LUIS,Junín,Talita,SATELITAL,2.0
SAN LUIS,Junín,Talita,WIRELESS,102.0
SAN LUIS,La Capital,Alto Pelado,WIRELESS,192.0
SAN LUIS,La Capital,Alto Pencoso,FIBRA OPTICA,1.0
SAN LUIS,La Capital,Alto Pencoso,WIRELESS,97.0
SAN LUIS,La Capital,Balde,FIBRA OPTICA,131.0
SAN LUIS,La Capital,Balde,SATELITAL,5.0
SAN LUIS,La Capital,Balde,WIRELESS,213.0
SAN LUIS,La Capital,Beazley,WIRELESS,226.0
SAN LUIS,La Capital,Cazador,WIRELESS,33.0
SAN LUIS,La Capital,Chosmes,WIRELESS,15.0
SAN LUIS,La Capital,Desaguadero,FIBRA OPTICA,1.0
SAN LUIS,La Capital,Desaguadero,WIRELESS,70.0
SAN LUIS,La Capital,El Volcán,CABLEMODEM,28.0
SAN LUIS,La Capital,El Volcán,FIBRA OPTICA,320.0
SAN LUIS,La Capital,El Volcán,WIRELESS,1.234
SAN LUIS,La Capital,Jarilla,WIRELESS,33.0
SAN LUIS,La Capital,Juana Koslay,ADSL,128.0
SAN LUIS,La Capital,Juana Koslay,DIAL UP,2.0
SAN LUIS,La Capital,Juana Koslay,FIBRA OPTICA,471.0
SAN LUIS,La Capital,Juana Koslay,WIRELESS,3.493
SAN LUIS,La Capital,La Punta,CABLEMODEM,1.306
SAN LUIS,La Capital,La Punta,FIBRA OPTICA,630.0
SAN LUIS,La Capital,Las Barrancas,WIRELESS,24.0
SAN LUIS,La Capital,Potrero de los Funes,WIRELESS,4.171
SAN LUIS,La Capital,Salinas del Bebedero,WIRELESS,26.0
SAN LUIS,La Capital,San Jerónimo,FIBRA OPTICA,112.0
SAN LUIS,La Capital,San Jerónimo,WIRELESS,166.0
SAN LUIS,La Capital,San Luis,ADSL,1.769
SAN LUIS,La Capital,San Luis,CABLEMODEM,17.307
SAN LUIS,La Capital,San Luis,DIAL UP,78.0
SAN LUIS,La Capital,San Luis,FIBRA OPTICA,10.533
SAN LUIS,La Capital,San Luis,SATELITAL,4.0
SAN LUIS,La Capital,San Luis,WIRELESS,19.906
SAN LUIS,La Capital,Varela,WIRELESS,13.0
SAN LUIS,La Capital,Zanjitas,WIRELESS,119.0
SAN LUIS,Libertador Grl. San Martín,El Puesto,WIRELESS,0.0
SAN LUIS,Libertador Grl. San Martín,La Ramada,WIRELESS,19.0
SAN LUIS,Libertador Grl. San Martín,La Vertiente,SATELITAL,2.0
SAN LUIS,Libertador Grl. San Martín,La Vertiente,WIRELESS,68.0
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,WIRELESS,63.0
SAN LUIS,Libertador Grl. San Martín,Las Chacras,SATELITAL,5.0
SAN LUIS,Libertador Grl. San Martín,Las Chacras,WIRELESS,72.0
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,WIRELESS,45.0
SAN LUIS,Libertador Grl. San Martín,Paso Grande,FIBRA OPTICA,42.0
SAN LUIS,Libertador Grl. San Martín,Paso Grande,WIRELESS,250.0
SAN LUIS,Libertador Grl. San Martín,Potrerillo,WIRELESS,69.0
SAN LUIS,Libertador Grl. San Martín,San Martín,ADSL,1.0
SAN LUIS,Libertador Grl. San Martín,San Martín,DIAL UP,1.0
SAN LUIS,Libertador Grl. San Martín,San Martín,FIBRA OPTICA,92.0
SAN LUIS,Libertador Grl. San Martín,San Martín,WIRELESS,349.0
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,FIBRA OPTICA,22.0
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,SATELITAL,1.0
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,WIRELESS,235.0
SAN LUIS,Otros,Otros,OTROS,70.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,ADSL,530.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,CABLEMODEM,440.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,DIAL UP,2.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,FIBRA OPTICA,1.508
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,OTROS,1.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,SATELITAL,1.0
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,WIRELESS,372.0
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,ADSL,565.0
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,DIAL UP,4.0
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,FIBRA OPTICA,1.31
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,OTROS,1.0
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,SATELITAL,2.0
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,WIRELESS,140.0
SANTA CRUZ,Deseado,Caleta Olivia,FIBRA OPTICA,5.405
SANTA CRUZ,Deseado,Caleta Olivia,OTROS,1.0
SANTA CRUZ,Deseado,Caleta Olivia,SATELITAL,6.0
SANTA CRUZ,Deseado,Caleta Olivia,WIRELESS,460.0
SANTA CRUZ,Deseado,Cañadón Seco,FIBRA OPTICA,2.0
SANTA CRUZ,Deseado,Cañadón Seco,SATELITAL,2.0
SANTA CRUZ,Deseado,Cañadón Seco,WIRELESS,118.0
SANTA CRUZ,Deseado,Jaramillo,SATELITAL,1.0
SANTA CRUZ,Deseado,Las Heras,FIBRA OPTICA,5.096
SANTA CRUZ,Deseado,Las Heras,OTROS,1.0
SANTA CRUZ,Deseado,Las Heras,SATELITAL,1.0
SANTA CRUZ,Deseado,Las Heras,WIRELESS,1.168
SANTA CRUZ,Deseado,Pico Truncado,FIBRA OPTICA,2.168
SANTA CRUZ,Deseado,Pico Truncado,OTROS,1.0
SANTA CRUZ,Deseado,Pico Truncado,SATELITAL,1.0
SANTA CRUZ,Deseado,Pico Truncado,WIRELESS,1.276
SANTA CRUZ,Deseado,Puerto Deseado,ADSL,1.437
SANTA CRUZ,Deseado,Puerto Deseado,DIAL UP,8.0
SANTA CRUZ,Deseado,Puerto Deseado,OTROS,1.0
SANTA CRUZ,Deseado,Puerto Deseado,SATELITAL,7.0
SANTA CRUZ,Güer Aike,28 de Noviembre,FIBRA OPTICA,10.0
SANTA CRUZ,Güer Aike,28 de Noviembre,OTROS,6.0
SANTA CRUZ,Güer Aike,28 de Noviembre,SATELITAL,1.0
SANTA CRUZ,Güer Aike,28 de Noviembre,WIRELESS,195.0
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),SATELITAL,2.0
SANTA CRUZ,Güer Aike,Río Gallegos,ADSL,2.753
SANTA CRUZ,Güer Aike,Río Gallegos,CABLEMODEM,9.984
SANTA CRUZ,Güer Aike,Río Gallegos,DIAL UP,164.0
SANTA CRUZ,Güer Aike,Río Gallegos,FIBRA OPTICA,23.387
SANTA CRUZ,Güer Aike,Río Gallegos,OTROS,287.0
SANTA CRUZ,Güer Aike,Río Gallegos,SATELITAL,13.0
SANTA CRUZ,Güer Aike,Río Gallegos,WIRELESS,7.098
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,ADSL,274.0
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,OTROS,1.0
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,SATELITAL,1.0
SANTA CRUZ,Lago Argentino,El Calafate,ADSL,1.519
SANTA CRUZ,Lago Argentino,El Calafate,FIBRA OPTICA,6.234
SANTA CRUZ,Lago Argentino,El Calafate,OTROS,2.0
SANTA CRUZ,Lago Argentino,El Calafate,SATELITAL,7.0
SANTA CRUZ,Lago Argentino,El Calafate,WIRELESS,357.0
SANTA CRUZ,Lago Argentino,El Chaltén,FIBRA OPTICA,420.0
SANTA CRUZ,Lago Argentino,El Chaltén,SATELITAL,1.0
SANTA CRUZ,Lago Argentino,El Chaltén,WIRELESS,2.0
SANTA CRUZ,Lago Argentino,Tres Lagos,FIBRA OPTICA,121.0
SANTA CRUZ,Lago Argentino,Tres Lagos,SATELITAL,3.0
SANTA CRUZ,Lago Argentino,Tres Lagos,WIRELESS,1.0
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,DIAL UP,2.0
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,OTROS,1.0
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,SATELITAL,3.0
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,WIRELESS,30.0
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,CABLEMODEM,2.6
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,DIAL UP,6.0
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,FIBRA OPTICA,652.0
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,OTROS,101.0
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,SATELITAL,4.0
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,WIRELESS,13.0
SANTA CRUZ,Magallanes,Puerto San Julián,ADSL,690.0
SANTA CRUZ,Magallanes,Puerto San Julián,CABLEMODEM,1.11
SANTA CRUZ,Magallanes,Puerto San Julián,DIAL UP,1.0
SANTA CRUZ,Magallanes,Puerto San Julián,FIBRA OPTICA,3.073
SANTA CRUZ,Magallanes,Puerto San Julián,OTROS,1.0
SANTA CRUZ,Magallanes,Puerto San Julián,SATELITAL,7.0
SANTA CRUZ,Magallanes,Puerto San Julián,WIRELESS,114.0
SANTA CRUZ,Río Chico,Bajo Caracoles,SATELITAL,1.0
SANTA CRUZ,Río Chico,Gobernador Gregores,FIBRA OPTICA,159.0
SANTA CRUZ,Río Chico,Gobernador Gregores,OTROS,1.0
SANTA CRUZ,Río Chico,Gobernador Gregores,SATELITAL,4.0
SANTA CRUZ,Río Chico,Gobernador Gregores,WIRELESS,9.0
SANTA FE,9 de Julio,Esteban Rams,SATELITAL,2.0
SANTA FE,9 de Julio,Esteban Rams,WIRELESS,35.0
SANTA FE,9 de Julio,Gato Colorado,SATELITAL,4.0
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),SATELITAL,3.0
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),WIRELESS,144.0
SANTA FE,9 de Julio,Logroño,ADSL,1.0
SANTA FE,9 de Julio,Logroño,WIRELESS,47.0
SANTA FE,9 de Julio,Montefiore,SATELITAL,1.0
SANTA FE,9 de Julio,Montefiore,WIRELESS,17.0
SANTA FE,9 de Julio,Pozo Borrado,WIRELESS,127.0
SANTA FE,9 de Julio,San Bernardo,WIRELESS,109.0
SANTA FE,9 de Julio,Santa Margarita,SATELITAL,5.0
SANTA FE,9 de Julio,Santa Margarita,WIRELESS,96.0
SANTA FE,9 de Julio,Tostado,ADSL,1.328
SANTA FE,9 de Julio,Tostado,CABLEMODEM,6.0
SANTA FE,9 de Julio,Tostado,SATELITAL,2.0
SANTA FE,9 de Julio,Tostado,WIRELESS,1.752
SANTA FE,9 de Julio,Villa Minetti,SATELITAL,5.0
SANTA FE,9 de Julio,Villa Minetti,WIRELESS,264.0
SANTA FE,Belgrano,Armstrong,ADSL,280.0
SANTA FE,Belgrano,Armstrong,FIBRA OPTICA,152.0
SANTA FE,Belgrano,Armstrong,WIRELESS,403.0
SANTA FE,Belgrano,Bouquet,ADSL,406.0
SANTA FE,Belgrano,Bouquet,FIBRA OPTICA,144.0
SANTA FE,Belgrano,Bouquet,WIRELESS,1.0
SANTA FE,Belgrano,Las Parejas,ADSL,200.0
SANTA FE,Belgrano,Las Parejas,FIBRA OPTICA,2.462
SANTA FE,Belgrano,Las Parejas,WIRELESS,124.0
SANTA FE,Belgrano,Las Rosas,ADSL,927.0
SANTA FE,Belgrano,Las Rosas,CABLEMODEM,2.04
SANTA FE,Belgrano,Las Rosas,FIBRA OPTICA,1.11
SANTA FE,Belgrano,Las Rosas,WIRELESS,51.0
SANTA FE,Belgrano,Montes de Oca,ADSL,585.0
SANTA FE,Belgrano,Montes de Oca,FIBRA OPTICA,615.0
SANTA FE,Belgrano,Montes de Oca,OTROS,168.0
SANTA FE,Belgrano,Montes de Oca,SATELITAL,1.0
SANTA FE,Belgrano,Montes de Oca,WIRELESS,61.0
SANTA FE,Belgrano,Tortugas,ADSL,118.0
SANTA FE,Belgrano,Tortugas,CABLEMODEM,528.0
SANTA FE,Belgrano,Tortugas,SATELITAL,1.0
SANTA FE,Caseros,Arequito,ADSL,31.0
SANTA FE,Caseros,Arequito,CABLEMODEM,2.241
SANTA FE,Caseros,Arequito,WIRELESS,8.0
SANTA FE,Caseros,Arteaga,ADSL,41.0
SANTA FE,Caseros,Arteaga,CABLEMODEM,868.0
SANTA FE,Caseros,Arteaga,WIRELESS,83.0
SANTA FE,Caseros,Beravebú,WIRELESS,360.0
SANTA FE,Caseros,Bigand,ADSL,372.0
SANTA FE,Caseros,Bigand,CABLEMODEM,1.255
SANTA FE,Caseros,Bigand,WIRELESS,19.0
SANTA FE,Caseros,Casilda,ADSL,1.829
SANTA FE,Caseros,Casilda,CABLEMODEM,2.191
SANTA FE,Caseros,Casilda,FIBRA OPTICA,5.046
SANTA FE,Caseros,Casilda,WIRELESS,1.915
SANTA FE,Caseros,Chabás,ADSL,1.01
SANTA FE,Caseros,Chabás,FIBRA OPTICA,620.0
SANTA FE,Caseros,Chabás,WIRELESS,32.0
SANTA FE,Caseros,Chañar Ladeado,ADSL,27.0
SANTA FE,Caseros,Chañar Ladeado,CABLEMODEM,522.0
SANTA FE,Caseros,Chañar Ladeado,FIBRA OPTICA,862.0
SANTA FE,Caseros,Gödeken,CABLEMODEM,531.0
SANTA FE,Caseros,Gödeken,FIBRA OPTICA,1.0
SANTA FE,Caseros,Los Molinos,ADSL,13.0
SANTA FE,Caseros,Los Molinos,CABLEMODEM,507.0
SANTA FE,Caseros,Los Molinos,WIRELESS,8.0
SANTA FE,Caseros,Los Nogales,CABLEMODEM,44.0
SANTA FE,Caseros,Los Quirquinchos,OTROS,3.0
SANTA FE,Caseros,Los Quirquinchos,WIRELESS,828.0
SANTA FE,Caseros,San José de la Esquina,ADSL,49.0
SANTA FE,Caseros,San José de la Esquina,CABLEMODEM,1.976
SANTA FE,Caseros,San José de la Esquina,WIRELESS,2.0
SANTA FE,Caseros,Sanford,ADSL,12.0
SANTA FE,Caseros,Sanford,FIBRA OPTICA,499.0
SANTA FE,Caseros,Villada,ADSL,62.0
SANTA FE,Caseros,Villada,CABLEMODEM,1.0
SANTA FE,Caseros,Villada,WIRELESS,4.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),ADSL,17.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),FIBRA OPTICA,678.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),WIRELESS,54.0
SANTA FE,Castellanos,Angélica,ADSL,251.0
SANTA FE,Castellanos,Angélica,FIBRA OPTICA,356.0
SANTA FE,Castellanos,Angélica,WIRELESS,6.0
SANTA FE,Castellanos,Ataliva,ADSL,9.0
SANTA FE,Castellanos,Ataliva,CABLEMODEM,10.0
SANTA FE,Castellanos,Ataliva,FIBRA OPTICA,413.0
SANTA FE,Castellanos,Ataliva,WIRELESS,202.0
SANTA FE,Castellanos,Aurelia,WIRELESS,4.0
SANTA FE,Castellanos,Bauer y Sigel,ADSL,0.0
SANTA FE,Castellanos,Bauer y Sigel,WIRELESS,0.0
SANTA FE,Castellanos,Bella Italia,ADSL,14.0
SANTA FE,Castellanos,Bella Italia,CABLEMODEM,316.0
SANTA FE,Castellanos,Bella Italia,FIBRA OPTICA,2.0
SANTA FE,Castellanos,Bella Italia,WIRELESS,4.0
SANTA FE,Castellanos,Castellanos,CABLEMODEM,1.0
SANTA FE,Castellanos,Castellanos,WIRELESS,5.0
SANTA FE,Castellanos,Colonia Bicha,ADSL,72.0
SANTA FE,Castellanos,Colonia Bicha,FIBRA OPTICA,72.0
SANTA FE,Castellanos,Colonia Bicha,WIRELESS,47.0
SANTA FE,Castellanos,Colonia Cello,WIRELESS,29.0
SANTA FE,Castellanos,Colonia Margarita,CABLEMODEM,13.0
SANTA FE,Castellanos,Colonia Margarita,WIRELESS,2.0
SANTA FE,Castellanos,Colonia Raquel,ADSL,31.0
SANTA FE,Castellanos,Colonia Raquel,FIBRA OPTICA,31.0
SANTA FE,Castellanos,Colonia Raquel,WIRELESS,60.0
SANTA FE,Castellanos,Coronel Fraga,WIRELESS,49.0
SANTA FE,Castellanos,Esmeralda,CABLEMODEM,82.0
SANTA FE,Castellanos,Estación Clucellas,CABLEMODEM,179.0
SANTA FE,Castellanos,Estación Clucellas,WIRELESS,4.0
SANTA FE,Castellanos,Estación Saguier,CABLEMODEM,11.0
SANTA FE,Castellanos,Estación Saguier,WIRELESS,3.0
SANTA FE,Castellanos,Eusebia y Carolina,ADSL,27.0
SANTA FE,Castellanos,Eusebia y Carolina,FIBRA OPTICA,190.0
SANTA FE,Castellanos,Eusebia y Carolina,WIRELESS,41.0
SANTA FE,Castellanos,Eustolia,WIRELESS,4.0
SANTA FE,Castellanos,Frontera,FIBRA OPTICA,62.0
SANTA FE,Castellanos,Humberto Primo,ADSL,167.0
SANTA FE,Castellanos,Humberto Primo,CABLEMODEM,50.0
SANTA FE,Castellanos,Humberto Primo,FIBRA OPTICA,49.0
SANTA FE,Castellanos,Humberto Primo,WIRELESS,268.0
SANTA FE,Castellanos,Josefina,ADSL,10.0
SANTA FE,Castellanos,Josefina,CABLEMODEM,77.0
SANTA FE,Castellanos,Josefina,WIRELESS,1.0
SANTA FE,Castellanos,Lehmann,ADSL,149.0
SANTA FE,Castellanos,Lehmann,CABLEMODEM,342.0
SANTA FE,Castellanos,Lehmann,FIBRA OPTICA,152.0
SANTA FE,Castellanos,Lehmann,WIRELESS,0.0
SANTA FE,Castellanos,María Juana,ADSL,561.0
SANTA FE,Castellanos,María Juana,FIBRA OPTICA,987.0
SANTA FE,Castellanos,María Juana,WIRELESS,145.0
SANTA FE,Castellanos,Plaza Clucellas,ADSL,33.0
SANTA FE,Castellanos,Plaza Clucellas,CABLEMODEM,283.0
SANTA FE,Castellanos,Plaza Saguier,CABLEMODEM,51.0
SANTA FE,Castellanos,Presidente Roca,CABLEMODEM,137.0
SANTA FE,Castellanos,Presidente Roca,FIBRA OPTICA,1.0
SANTA FE,Castellanos,Presidente Roca,WIRELESS,5.0
SANTA FE,Castellanos,Pueblo Marini,WIRELESS,11.0
SANTA FE,Castellanos,Rafaela,ADSL,1.932
SANTA FE,Castellanos,Rafaela,CABLEMODEM,22.892
SANTA FE,Castellanos,Rafaela,FIBRA OPTICA,4.247
SANTA FE,Castellanos,Rafaela,OTROS,6.0
SANTA FE,Castellanos,Rafaela,SATELITAL,2.0
SANTA FE,Castellanos,Rafaela,WIRELESS,1.497
SANTA FE,Castellanos,Ramona,ADSL,1.0
SANTA FE,Castellanos,Ramona,WIRELESS,327.0
SANTA FE,Castellanos,San Antonio,CABLEMODEM,10.0
SANTA FE,Castellanos,San Antonio,WIRELESS,59.0
SANTA FE,Castellanos,San Vicente,ADSL,770.0
SANTA FE,Castellanos,San Vicente,CABLEMODEM,1.431
SANTA FE,Castellanos,San Vicente,WIRELESS,42.0
SANTA FE,Castellanos,Santa Clara de Saguier,ADSL,12.0
SANTA FE,Castellanos,Santa Clara de Saguier,CABLEMODEM,107.0
SANTA FE,Castellanos,Santa Clara de Saguier,WIRELESS,218.0
SANTA FE,Castellanos,Sunchales,ADSL,685.0
SANTA FE,Castellanos,Sunchales,CABLEMODEM,21.0
SANTA FE,Castellanos,Sunchales,DIAL UP,1.0
SANTA FE,Castellanos,Sunchales,FIBRA OPTICA,6.852
SANTA FE,Castellanos,Sunchales,WIRELESS,102.0
SANTA FE,Castellanos,Susana,FIBRA OPTICA,378.0
SANTA FE,Castellanos,Susana,WIRELESS,78.0
SANTA FE,Castellanos,Tacural,ADSL,437.0
SANTA FE,Castellanos,Tacural,FIBRA OPTICA,494.0
SANTA FE,Castellanos,Tacural,WIRELESS,124.0
SANTA FE,Castellanos,Vila,ADSL,419.0
SANTA FE,Castellanos,Villa San José,CABLEMODEM,53.0
SANTA FE,Castellanos,Villa San José,WIRELESS,31.0
SANTA FE,Castellanos,Virginia,WIRELESS,7.0
SANTA FE,Castellanos,Zenón Pereyra,CABLEMODEM,53.0
SANTA FE,Constitución,Alcorta,ADSL,162.0
