Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
SANTA FE,Rosario,Acebal,ADSL,82084010,16 
SANTA FE,Rosario,Acebal,CABLEMODEM,82084010,989 
SANTA FE,Rosario,Acebal,FIBRA OPTICA,82084010,720 
SANTA FE,Rosario,Acebal,WIRELESS,82084010,140 
SANTA FE,Rosario,Albarellos,WIRELESS,82084020,20 
SANTA FE,Rosario,Álvarez,ADSL,82084030,3 
SANTA FE,Rosario,Álvarez,CABLEMODEM,82084030,"1,393 "
SANTA FE,Rosario,Álvarez,FIBRA OPTICA,82084030,2 
SANTA FE,Rosario,Álvarez,Otros,82084030,134 
SANTA FE,Rosario,Alvear,ADSL,82084040,0 
SANTA FE,Rosario,Alvear,CABLEMODEM,82084040,"3,283 "
SANTA FE,Rosario,Alvear,FIBRA OPTICA,82084040,"1,385 "
SANTA FE,Rosario,Alvear,WIRELESS,82084040,20 
SANTA FE,Rosario,Arminda,CABLEMODEM,82084060,86 
SANTA FE,Rosario,Arminda,Otros,82084060,40 
SANTA FE,Rosario,Arroyo Seco,ADSL,82084070,459 
SANTA FE,Rosario,Arroyo Seco,CABLEMODEM,82084070,"4,012 "
SANTA FE,Rosario,Arroyo Seco,FIBRA OPTICA,82084070,"1,559 "
SANTA FE,Rosario,Arroyo Seco,WIRELESS,82084070,14 
SANTA FE,Rosario,Carmen del Sauce,FIBRA OPTICA,82084080,208 
SANTA FE,Rosario,Carmen del Sauce,WIRELESS,82084080,22 
SANTA FE,Rosario,Coronel Bogado,ADSL,82084090,415 
SANTA FE,Rosario,Coronel Bogado,FIBRA OPTICA,82084090,178 
SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,CABLEMODEM,82084100,318 
SANTA FE,Rosario,Cuatro Esquinas,FIBRA OPTICA,82084110,61 
SANTA FE,Rosario,El Caramelo,ADSL,82084120,71 
SANTA FE,Rosario,El Caramelo,FIBRA OPTICA,82084120,609 
SANTA FE,Rosario,Fighiera,ADSL,82084130,160 
SANTA FE,Rosario,Fighiera,WIRELESS,82084130,258 
SANTA FE,Rosario,Funes,ADSL,82084140,"1,970 "
SANTA FE,Rosario,Funes,CABLEMODEM,82084140,"6,183 "
SANTA FE,Rosario,Funes,DIAL UP,82084140,1 
SANTA FE,Rosario,Funes,FIBRA OPTICA,82084140,"6,928 "
SANTA FE,Rosario,Funes,SATELITAL,82084140,1 
SANTA FE,Rosario,Funes,WIRELESS,82084140,240 
SANTA FE,Rosario,General Lagos,ADSL,82084150,400 
SANTA FE,Rosario,General Lagos,FIBRA OPTICA,82084150,1 
SANTA FE,Rosario,General Lagos,Otros,82084150,1 
SANTA FE,Rosario,General Lagos,WIRELESS,82084150,141 
SANTA FE,Rosario,Granadero Baigorria,CABLEMODEM,82084160,"3,169 "
SANTA FE,Rosario,Granadero Baigorria,FIBRA OPTICA,82084160,"1,202 "
SANTA FE,Rosario,Granadero Baigorria,Otros,82084160,2 
SANTA FE,Rosario,Granadero Baigorria,WIRELESS,82084160,676 
SANTA FE,Rosario,Ibarlucea,CABLEMODEM,82084170,785 
SANTA FE,Rosario,Ibarlucea,FIBRA OPTICA,82084170,982 
SANTA FE,Rosario,Ibarlucea,WIRELESS,82084170,412 
SANTA FE,Rosario,Kilómetro 101,SATELITAL,82084180,1 
SANTA FE,Rosario,Pérez,ADSL,82084210,331 
SANTA FE,Rosario,Pérez,FIBRA OPTICA,82084210,115 
SANTA FE,Rosario,Pérez,SATELITAL,82084210,4 
SANTA FE,Rosario,Pérez,WIRELESS,82084210,6 
SANTA FE,Rosario,Piñero (Est. Erasto),CABLEMODEM,82084220,181 
SANTA FE,Rosario,Piñero (Est. Erasto),FIBRA OPTICA,82084220,1 
SANTA FE,Rosario,Piñero (Est. Erasto),Otros,82084220,55 
SANTA FE,Rosario,Pueblo Esther,ADSL,82084230,"2,686 "
SANTA FE,Rosario,Pueblo Esther,FIBRA OPTICA,82084230,1 
SANTA FE,Rosario,Pueblo Esther,SATELITAL,82084230,1 
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),CABLEMODEM,82084240,118 
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),Otros,82084240,54 
SANTA FE,Rosario,Pueblo Uranga,ADSL,82084250,10 
SANTA FE,Rosario,Pueblo Uranga,FIBRA OPTICA,82084250,203 
SANTA FE,Rosario,Pueblo Uranga,WIRELESS,82084250,52 
SANTA FE,Rosario,Puerto Arroyo Seco,Otros,82084260,25 
SANTA FE,Rosario,Rosario,ADSL,82084270,"7,266 "
SANTA FE,Rosario,Rosario,CABLEMODEM,82084270,"160,220 "
SANTA FE,Rosario,Rosario,DIAL UP,82084270,71 
SANTA FE,Rosario,Rosario,FIBRA OPTICA,82084270,"195,516 "
SANTA FE,Rosario,Rosario,OTROS,82084270,152 
SANTA FE,Rosario,Rosario,SATELITAL,82084270,2 
SANTA FE,Rosario,Rosario,WIRELESS,82084270,"5,218 "
SANTA FE,Rosario,Soldini,ADSL,82084280,45 
SANTA FE,Rosario,Soldini,CABLEMODEM,82084280,780 
SANTA FE,Rosario,Soldini,Otros,82084280,86 
SANTA FE,Rosario,Villa Amelia,ADSL,82084290,172 
SANTA FE,Rosario,Villa Amelia,CABLEMODEM,82084290,109 
SANTA FE,Rosario,Villa Amelia,FIBRA OPTICA,82084290,2 
SANTA FE,Rosario,Villa Amelia,WIRELESS,82084290,2 
SANTA FE,Rosario,Villa del Plata,FIBRA OPTICA,82084300,290 
SANTA FE,Rosario,Villa del Plata,Otros,82084300,101 
SANTA FE,Rosario,Villa Gobernador Gálvez,ADSL,82084310,"9,067 "
SANTA FE,Rosario,Villa Gobernador Gálvez,CABLEMODEM,82084310,17 
SANTA FE,Rosario,Villa Gobernador Gálvez,FIBRA OPTICA,82084310,9 
SANTA FE,Rosario,Villa Gobernador Gálvez,WIRELESS,82084310,39 
SANTA FE,Rosario,Zavalla,ADSL,82084320,124 
SANTA FE,Rosario,Zavalla,CABLEMODEM,82084320,1 
SANTA FE,San Cristóbal,Aguará Grande,SATELITAL,82091010,1 
SANTA FE,San Cristóbal,Aguará Grande,WIRELESS,82091010,2 
SANTA FE,San Cristóbal,Ambrosetti,SATELITAL,82091020,1 
SANTA FE,San Cristóbal,Ambrosetti,WIRELESS,82091020,84 
SANTA FE,San Cristóbal,Arrufo,ADSL,82091030,140 
SANTA FE,San Cristóbal,Arrufo,CABLEMODEM,82091030,166 
SANTA FE,San Cristóbal,Arrufo,FIBRA OPTICA,82091030,137 
SANTA FE,San Cristóbal,Balneario La Verde,SATELITAL,82091040,1 
SANTA FE,San Cristóbal,Capivara,SATELITAL,82091050,1 
SANTA FE,San Cristóbal,Ceres,ADSL,82091060,672 
SANTA FE,San Cristóbal,Ceres,CABLEMODEM,82091060,"1,939 "
SANTA FE,San Cristóbal,Ceres,WIRELESS,82091060,610 
SANTA FE,San Cristóbal,Colonia Ana,WIRELESS,82091070,6 
SANTA FE,San Cristóbal,Colonia Bossi,ADSL,82091080,56 
SANTA FE,San Cristóbal,Colonia Bossi,FIBRA OPTICA,82091080,78 
SANTA FE,San Cristóbal,Colonia Bossi,WIRELESS,82091080,111 
SANTA FE,San Cristóbal,Colonia Rosa,WIRELESS,82091090,12 
SANTA FE,San Cristóbal,Curupaity,WIRELESS,82091110,15 
SANTA FE,San Cristóbal,Hersilia,CABLEMODEM,82091120,210 
SANTA FE,San Cristóbal,Hersilia,FIBRA OPTICA,82091120,34 
SANTA FE,San Cristóbal,Hersilia,WIRELESS,82091120,370 
SANTA FE,San Cristóbal,Huanqueros,WIRELESS,82091130,33 
SANTA FE,San Cristóbal,La Cabral,Otros,82091140,1 
SANTA FE,San Cristóbal,La Cabral,SATELITAL,82091140,1 
SANTA FE,San Cristóbal,La Cabral,WIRELESS,82091140,2 
SANTA FE,San Cristóbal,La Rubia,CABLEMODEM,82091150,31 
SANTA FE,San Cristóbal,La Rubia,WIRELESS,82091150,12 
SANTA FE,San Cristóbal,Las Palmeras,WIRELESS,82091170,97 
SANTA FE,San Cristóbal,Moisés Ville,ADSL,82091180,86 
SANTA FE,San Cristóbal,Moisés Ville,CABLEMODEM,82091180,352 
SANTA FE,San Cristóbal,Moisés Ville,FIBRA OPTICA,82091180,240 
SANTA FE,San Cristóbal,Moisés Ville,WIRELESS,82091180,1 
SANTA FE,San Cristóbal,Monigotes,FIBRA OPTICA,82091190,48 
SANTA FE,San Cristóbal,Monigotes,WIRELESS,82091190,12 
SANTA FE,San Cristóbal,Ñanducita,WIRELESS,82091200,37 
SANTA FE,San Cristóbal,OTROS,WIRELESS,Sin Datos,8 
SANTA FE,San Cristóbal,Palacios,ADSL,82091210,2 
SANTA FE,San Cristóbal,Palacios,FIBRA OPTICA,82091210,36 
SANTA FE,San Cristóbal,Palacios,WIRELESS,82091210,39 
SANTA FE,San Cristóbal,San Cristóbal,ADSL,82091220,511 
SANTA FE,San Cristóbal,San Cristóbal,CABLEMODEM,82091220,815 
SANTA FE,San Cristóbal,San Cristóbal,FIBRA OPTICA,82091220,"1,547 "
SANTA FE,San Cristóbal,San Cristóbal,SATELITAL,82091220,1 
SANTA FE,San Cristóbal,San Cristóbal,WIRELESS,82091220,458 
SANTA FE,San Cristóbal,San Guillermo,ADSL,82091230,887 
SANTA FE,San Cristóbal,San Guillermo,CABLEMODEM,82091230,"1,478 "
SANTA FE,San Cristóbal,San Guillermo,FIBRA OPTICA,82091230,224 
SANTA FE,San Cristóbal,San Guillermo,WIRELESS,82091230,248 
SANTA FE,San Cristóbal,Santurce,WIRELESS,82091240,34 
SANTA FE,San Cristóbal,Soledad,WIRELESS,82091250,201 
SANTA FE,San Cristóbal,Suardi,FIBRA OPTICA,82091260,"1,560 "
SANTA FE,San Cristóbal,Villa Saralegui,Otros,82091270,3 
SANTA FE,San Cristóbal,Villa Saralegui,WIRELESS,82091270,52 
SANTA FE,San Javier,Alejandra,SATELITAL,82098010,1 
SANTA FE,San Javier,Alejandra,WIRELESS,82098010,453 
SANTA FE,San Javier,Cacique Ariacaiquín,WIRELESS,82098020,56 
SANTA FE,San Javier,Colonia Durán,SATELITAL,82098030,1 
SANTA FE,San Javier,La Brava,WIRELESS,82098040,20 
SANTA FE,San Javier,Romang,CABLEMODEM,82098050,801 
SANTA FE,San Javier,Romang,FIBRA OPTICA,82098050,2 
SANTA FE,San Javier,Romang,Otros,82098050,195 
SANTA FE,San Javier,Romang,WIRELESS,82098050,369 
SANTA FE,San Javier,San Javier,CABLEMODEM,82098060,826 
SANTA FE,San Javier,San Javier,FIBRA OPTICA,82098060,96 
SANTA FE,San Javier,San Javier,WIRELESS,82098060,194 
SANTA FE,San Jerónimo,Arocena,CABLEMODEM,82105010,202 
SANTA FE,San Jerónimo,Arocena,Otros,82105010,400 
SANTA FE,San Jerónimo,Barrancas,ADSL,82105030,"1,356 "
SANTA FE,San Jerónimo,Barrio Caima,WIRELESS,82105040,23 
SANTA FE,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),FIBRA OPTICA,82105060,262 
SANTA FE,San Jerónimo,Centeno,ADSL,82105080,810 
SANTA FE,San Jerónimo,Centeno,FIBRA OPTICA,82105080,94 
SANTA FE,San Jerónimo,Coronda,ADSL,82105090,388 
SANTA FE,San Jerónimo,Coronda,CABLEMODEM,82105090,0 
SANTA FE,San Jerónimo,Coronda,FIBRA OPTICA,82105090,"3,563 "
SANTA FE,San Jerónimo,Coronda,Otros,82105090,215 
SANTA FE,San Jerónimo,Coronda,WIRELESS,82105090,675 
SANTA FE,San Jerónimo,Desvío Arijón,ADSL,82105100,123 
SANTA FE,San Jerónimo,Desvío Arijón,WIRELESS,82105100,40 
SANTA FE,San Jerónimo,Díaz,ADSL,82105110,185 
SANTA FE,San Jerónimo,Díaz,FIBRA OPTICA,82105110,313 
SANTA FE,San Jerónimo,Díaz,WIRELESS,82105110,19 
SANTA FE,San Jerónimo,Gaboto,Otros,82105120,201 
SANTA FE,San Jerónimo,Gaboto,WIRELESS,82105120,240 
SANTA FE,San Jerónimo,Gálvez,ADSL,82105130,"3,242 "
SANTA FE,San Jerónimo,Gálvez,FIBRA OPTICA,82105130,"4,304 "
SANTA FE,San Jerónimo,Gálvez,Otros,82105130,59 
SANTA FE,San Jerónimo,Gálvez,WIRELESS,82105130,20 
SANTA FE,San Jerónimo,Gessler,ADSL,82105140,81 
SANTA FE,San Jerónimo,Gessler,FIBRA OPTICA,82105140,105 
SANTA FE,San Jerónimo,Gessler,WIRELESS,82105140,46 
SANTA FE,San Jerónimo,Irigoyen,CABLEMODEM,82105150,99 
SANTA FE,San Jerónimo,Irigoyen,WIRELESS,82105150,246 
SANTA FE,San Jerónimo,Larrechea,WIRELESS,82105160,25 
SANTA FE,San Jerónimo,Loma Alta,ADSL,82105170,15 
SANTA FE,San Jerónimo,Loma Alta,FIBRA OPTICA,82105170,31 
SANTA FE,San Jerónimo,López (Est. San Martín de Tours),ADSL,82105180,13 
SANTA FE,San Jerónimo,López (Est. San Martín de Tours),CABLEMODEM,82105180,332 
SANTA FE,San Jerónimo,Maciel,ADSL,82105190,373 
SANTA FE,San Jerónimo,Maciel,CABLEMODEM,82105190,782 
SANTA FE,San Jerónimo,Maciel,Otros,82105190,136 
SANTA FE,San Jerónimo,Maciel,WIRELESS,82105190,1 
SANTA FE,San Jerónimo,Monje,FIBRA OPTICA,82105200,791 
SANTA FE,San Jerónimo,San Eugenio,CABLEMODEM,82105220,23 
SANTA FE,San Jerónimo,San Fabián,ADSL,82105230,55 
SANTA FE,San Jerónimo,San Fabián,CABLEMODEM,82105230,115 
SANTA FE,San Jerónimo,San Fabián,WIRELESS,82105230,67 
SANTA FE,San Jerónimo,San Genaro,ADSL,82105240,278 
SANTA FE,San Jerónimo,San Genaro,FIBRA OPTICA,82105240,"1,124 "
SANTA FE,San Jerónimo,San Genaro,WIRELESS,82105240,57 
SANTA FE,San Jerónimo,San Genaro Norte,ADSL,82105250,614 
SANTA FE,San Jerónimo,San Genaro Norte,FIBRA OPTICA,82105250,805 
SANTA FE,San Jerónimo,San Genaro Norte,WIRELESS,82105250,46 
SANTA FE,San Justo,Angeloni,WIRELESS,82112010,24 
SANTA FE,San Justo,Cayastacito,WIRELESS,82112020,71 
SANTA FE,San Justo,Colonia Dolores,WIRELESS,82112030,22 
SANTA FE,San Justo,Esther,WIRELESS,82112040,11 
SANTA FE,San Justo,Gobernador Crespo,ADSL,82112050,119 
SANTA FE,San Justo,Gobernador Crespo,CABLEMODEM,82112050,"1,110 "
SANTA FE,San Justo,Gobernador Crespo,WIRELESS,82112050,257 
SANTA FE,San Justo,La Criolla (Est. Cañadita),ADSL,82112060,246 
SANTA FE,San Justo,La Criolla (Est. Cañadita),CABLEMODEM,82112060,342 
SANTA FE,San Justo,La Criolla (Est. Cañadita),WIRELESS,82112060,31 
SANTA FE,San Justo,La Penca y Caraguatá,WIRELESS,82112070,26 
SANTA FE,San Justo,Marcelino Escalada,ADSL,82112080,87 
SANTA FE,San Justo,Marcelino Escalada,CABLEMODEM,82112080,57 
SANTA FE,San Justo,Marcelino Escalada,WIRELESS,82112080,130 
SANTA FE,San Justo,Naré,WIRELESS,82112090,13 
SANTA FE,San Justo,OTROS,SATELITAL,Sin Datos,28 
SANTA FE,San Justo,Pedro Gómez Cello,Otros,82112100,0 
SANTA FE,San Justo,Pedro Gómez Cello,WIRELESS,82112100,92 
SANTA FE,San Justo,Ramayón,WIRELESS,82112110,162 
SANTA FE,San Justo,San Bernardo,WIRELESS,82112120,7 
SANTA FE,San Justo,San Justo,ADSL,82112130,181 
SANTA FE,San Justo,San Justo,CABLEMODEM,82112130,8 
SANTA FE,San Justo,San Justo,FIBRA OPTICA,82112130,"8,199 "
SANTA FE,San Justo,San Justo,Otros,82112130,550 
SANTA FE,San Justo,San Justo,WIRELESS,82112130,52 
SANTA FE,San Justo,San Martín Norte,WIRELESS,82112140,35 
SANTA FE,San Justo,Silva (Est. Abipones),WIRELESS,82112150,25 
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),ADSL,82112160,12 
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),CABLEMODEM,82112160,47 
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),FIBRA OPTICA,82112160,190 
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),Otros,82112160,67 
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),WIRELESS,82112160,140 
SANTA FE,San Justo,Videla,ADSL,82112170,106 
SANTA FE,San Justo,Videla,FIBRA OPTICA,82112170,312 
SANTA FE,San Justo,Videla,WIRELESS,82112170,33 
SANTA FE,San Lorenzo,Aldao,CABLEMODEM,82119010,524 
SANTA FE,San Lorenzo,Capitán Bermúdez,ADSL,82119020,"2,357 "
SANTA FE,San Lorenzo,Capitán Bermúdez,CABLEMODEM,82119020,"1,257 "
SANTA FE,San Lorenzo,Capitán Bermúdez,DIAL UP,82119020,1 
SANTA FE,San Lorenzo,Capitán Bermúdez,FIBRA OPTICA,82119020,"3,343 "
SANTA FE,San Lorenzo,Carcarañá,ADSL,82119030,372 
SANTA FE,San Lorenzo,Carcarañá,CABLEMODEM,82119030,1 
SANTA FE,San Lorenzo,Carcarañá,WIRELESS,82119030,23 
SANTA FE,San Lorenzo,Coronel Arnold,FIBRA OPTICA,82119040,245 
SANTA FE,San Lorenzo,Fray Luis Beltrán,ADSL,82119050,"1,485 "
SANTA FE,San Lorenzo,Fray Luis Beltrán,CABLEMODEM,82119050,24 
SANTA FE,San Lorenzo,Fray Luis Beltrán,FIBRA OPTICA,82119050,"1,012 "
SANTA FE,San Lorenzo,Fuentes,FIBRA OPTICA,82119060,920 
SANTA FE,San Lorenzo,Fuentes,WIRELESS,82119060,20 
SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),CABLEMODEM,82119070,552 
SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),WIRELESS,82119070,47 
SANTA FE,San Lorenzo,Puerto General San Martín,FIBRA OPTICA,82119080,"2,602 "
SANTA FE,San Lorenzo,Puerto General San Martín,Otros,82119080,215 
SANTA FE,San Lorenzo,Puerto General San Martín,SATELITAL,82119080,2 
SANTA FE,San Lorenzo,Puerto General San Martín,WIRELESS,82119080,16 
SANTA FE,San Lorenzo,Pujato,ADSL,82119090,876 
SANTA FE,San Lorenzo,Pujato,Otros,82119090,15 
SANTA FE,San Lorenzo,Pujato,WIRELESS,82119090,103 
SANTA FE,San Lorenzo,Ricardone,ADSL,82119100,331 
SANTA FE,San Lorenzo,Ricardone,CABLEMODEM,82119100,"1,128 "
SANTA FE,San Lorenzo,Ricardone,SATELITAL,82119100,1 
SANTA FE,San Lorenzo,Ricardone,WIRELESS,82119100,22 
SANTA FE,San Lorenzo,Roldán,ADSL,82119110,"1,508 "
SANTA FE,San Lorenzo,Roldán,CABLEMODEM,82119110,"1,962 "
SANTA FE,San Lorenzo,Roldán,FIBRA OPTICA,82119110,"3,105 "
SANTA FE,San Lorenzo,Roldán,Otros,82119110,2 
SANTA FE,San Lorenzo,Roldán,WIRELESS,82119110,508 
SANTA FE,San Lorenzo,San Jerónimo Sud,ADSL,82119120,102 
SANTA FE,San Lorenzo,San Jerónimo Sud,CABLEMODEM,82119120,"1,068 "
SANTA FE,San Lorenzo,San Jerónimo Sud,FIBRA OPTICA,82119120,2 
SANTA FE,San Lorenzo,San Lorenzo,ADSL,82119130,748 
SANTA FE,San Lorenzo,San Lorenzo,CABLEMODEM,82119130,"5,343 "
SANTA FE,San Lorenzo,San Lorenzo,FIBRA OPTICA,82119130,"1,024 "
SANTA FE,San Lorenzo,San Lorenzo,WIRELESS,82119130,50 
SANTA FE,San Lorenzo,Timbúes,ADSL,82119140,141 
SANTA FE,San Lorenzo,Timbúes,FIBRA OPTICA,82119140,"1,207 "
SANTA FE,San Lorenzo,Timbúes,Otros,82119140,134 
SANTA FE,San Lorenzo,Timbúes,SATELITAL,82119140,1 
SANTA FE,San Lorenzo,Timbúes,WIRELESS,82119140,79 
SANTA FE,San Lorenzo,Villa Elvira,WIRELESS,82119150,30 
SANTA FE,San Lorenzo,Villa Mugueta,CABLEMODEM,82119160,1 
SANTA FE,San Lorenzo,Villa Mugueta,SATELITAL,82119160,1 
SANTA FE,San Lorenzo,Villa Mugueta,WIRELESS,82119160,29 
SANTA FE,San Martín,Cañada Rosquín,CABLEMODEM,82126010,"1,518 "
SANTA FE,San Martín,Cañada Rosquín,FIBRA OPTICA,82126010,83 
SANTA FE,San Martín,Cañada Rosquín,WIRELESS,82126010,47 
SANTA FE,San Martín,Carlos Pellegrini,ADSL,82126020,269 
SANTA FE,San Martín,Carlos Pellegrini,CABLEMODEM,82126020,997 
SANTA FE,San Martín,Carlos Pellegrini,FIBRA OPTICA,82126020,615 
SANTA FE,San Martín,Carlos Pellegrini,WIRELESS,82126020,61 
SANTA FE,San Martín,Casas,CABLEMODEM,82126030,11 
SANTA FE,San Martín,Casas,WIRELESS,82126030,8 
SANTA FE,San Martín,Castelar,FIBRA OPTICA,82126040,30 
SANTA FE,San Martín,Colonia Belgrano,CABLEMODEM,82126050,86 
SANTA FE,San Martín,Colonia Belgrano,FIBRA OPTICA,82126050,278 
SANTA FE,San Martín,Colonia Belgrano,Otros,82126050,250 
SANTA FE,San Martín,El Trébol,ADSL,82126070,518 
SANTA FE,San Martín,El Trébol,CABLEMODEM,82126070,"1,539 "
SANTA FE,San Martín,El Trébol,FIBRA OPTICA,82126070,"1,476 "
SANTA FE,San Martín,El Trébol,WIRELESS,82126070,4 
SANTA FE,San Martín,Landeta,ADSL,82126080,198 
SANTA FE,San Martín,Landeta,CABLEMODEM,82126080,217 
SANTA FE,San Martín,Las Bandurrias,CABLEMODEM,82126090,8 
SANTA FE,San Martín,Las Bandurrias,Otros,82126090,2 
SANTA FE,San Martín,Las Bandurrias,WIRELESS,82126090,3 
SANTA FE,San Martín,Las Petacas,Otros,82126100,0 
SANTA FE,San Martín,Los Cardos,ADSL,82126110,60 
SANTA FE,San Martín,Los Cardos,CABLEMODEM,82126110,236 
SANTA FE,San Martín,Los Cardos,FIBRA OPTICA,82126110,15 
SANTA FE,San Martín,Los Cardos,SATELITAL,82126110,1 
SANTA FE,San Martín,María Susana,ADSL,82126120,341 
SANTA FE,San Martín,María Susana,FIBRA OPTICA,82126120,827 
SANTA FE,San Martín,María Susana,Otros,82126120,3 
SANTA FE,San Martín,María Susana,WIRELESS,82126120,42 
SANTA FE,San Martín,Piamonte,CABLEMODEM,82126130,"1,270 "
SANTA FE,San Martín,San Jorge,ADSL,82126140,"1,352 "
SANTA FE,San Martín,San Jorge,CABLEMODEM,82126140,980 
SANTA FE,San Martín,San Jorge,FIBRA OPTICA,82126140,"1,829 "
SANTA FE,San Martín,San Jorge,SATELITAL,82126140,1 
SANTA FE,San Martín,San Jorge,WIRELESS,82126140,183 
SANTA FE,San Martín,San Martín de las Escobas,ADSL,82126150,795 
SANTA FE,San Martín,San Martín de las Escobas,CABLEMODEM,82126150,936 
SANTA FE,San Martín,San Martín de las Escobas,WIRELESS,82126150,108 
SANTA FE,San Martín,Sastre,ADSL,82126160,184 
SANTA FE,San Martín,Sastre,FIBRA OPTICA,82126160,580 
SANTA FE,San Martín,Sastre,WIRELESS,82126160,145 
SANTA FE,Vera,Calchaquí,ADSL,82133010,332 
SANTA FE,Vera,Calchaquí,FIBRA OPTICA,82133010,1 
SANTA FE,Vera,Calchaquí,Otros,82133010,"1,050 "
SANTA FE,Vera,Calchaquí,SATELITAL,82133010,1 
SANTA FE,Vera,Calchaquí,WIRELESS,82133010,230 
SANTA FE,Vera,Cañada Ombú,SATELITAL,82133020,1 
SANTA FE,Vera,Cañada Ombú,WIRELESS,82133020,34 
SANTA FE,Vera,Colmena,SATELITAL,82133030,1 
SANTA FE,Vera,Fortín Olmos,SATELITAL,82133040,2 
SANTA FE,Vera,Fortín Olmos,WIRELESS,82133040,337 
SANTA FE,Vera,Garabato,WIRELESS,82133050,104 
SANTA FE,Vera,Golondrina,WIRELESS,82133060,70 
SANTA FE,Vera,Intiyaco,SATELITAL,82133070,2 
SANTA FE,Vera,Intiyaco,WIRELESS,82133070,97 
SANTA FE,Vera,Kilómetro 115,WIRELESS,82133080,3 
SANTA FE,Vera,La Gallareta,WIRELESS,82133090,373 
SANTA FE,Vera,Los Amores,WIRELESS,82133100,122 
SANTA FE,Vera,Margarita,CABLEMODEM,82133110,740 
SANTA FE,Vera,Margarita,SATELITAL,82133110,2 
SANTA FE,Vera,Margarita,WIRELESS,82133110,106 
SANTA FE,Vera,Paraje 29,SATELITAL,82133120,1 
SANTA FE,Vera,Paraje 29,WIRELESS,82133120,34 
SANTA FE,Vera,Pozo de los Indios,SATELITAL,82133130,2 
SANTA FE,Vera,Pozo de los Indios,WIRELESS,82133130,23 
SANTA FE,Vera,Pueblo Santa Lucía,WIRELESS,82133140,30 
SANTA FE,Vera,Tartagal (Est. El Tajamar),WIRELESS,82133150,210 
SANTA FE,Vera,Toba,SATELITAL,82133160,1 
SANTA FE,Vera,Toba,WIRELESS,82133160,52 
SANTA FE,Vera,Vera (Est. Gobernador Vera),ADSL,82133170,186 
SANTA FE,Vera,Vera (Est. Gobernador Vera),Otros,82133170,"2,000 "
SANTA FE,Vera,Vera (Est. Gobernador Vera),WIRELESS,82133170,801 
SANTIAGO DEL ESTERO,Aguirre,Argentina,FIBRA OPTICA,86007010,1 
SANTIAGO DEL ESTERO,Aguirre,Casares,FIBRA OPTICA,86007020,1 
SANTIAGO DEL ESTERO,Aguirre,Malbrán,ADSL,86007030,9 
SANTIAGO DEL ESTERO,Aguirre,Malbrán,FIBRA OPTICA,86007030,1 
SANTIAGO DEL ESTERO,Aguirre,Malbrán,SATELITAL,86007030,1 
SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),CABLEMODEM,86007040,229 
SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),SATELITAL,86007040,3 
SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),WIRELESS,86007040,2 
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,ADSL,86014010,1 
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,FIBRA OPTICA,86014010,5 
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,SATELITAL,86014010,4 
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,WIRELESS,86014010,63 
SANTIAGO DEL ESTERO,Alberdi,Coronel Manuel L. Rico,SATELITAL,86014020,1 
SANTIAGO DEL ESTERO,Alberdi,Donadeu,ADSL,86014030,1 
SANTIAGO DEL ESTERO,Alberdi,Donadeu,FIBRA OPTICA,86014030,1 
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,FIBRA OPTICA,86014040,204 
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,SATELITAL,86014040,3 
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,FIBRA OPTICA,86014050,11 
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,Otros,86014050,57 
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,SATELITAL,86014050,1 
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,WIRELESS,86014050,5 
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,ADSL,86021010,1 
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,FIBRA OPTICA,86021010,1 
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,SATELITAL,86021010,1 
SANTIAGO DEL ESTERO,Atamisqui,Medellín,FIBRA OPTICA,86021020,2 
SANTIAGO DEL ESTERO,Atamisqui,Medellín,SATELITAL,86021020,1 
SANTIAGO DEL ESTERO,Atamisqui,Medellín,WIRELESS,86021020,29 
